date,culture_id,action_id
2026-11-01,mais,plantation
2026-11-01,haricot,semis
2026-11-02,riz,semis
2026-11-02,manioc,recolte
2026-11-03,haricot,recolte
2026-11-04,manioc,plantation
2026-11-04,haricot,plantation
2026-11-05,haricot,entretien
2026-11-05,mais,plantation
2026-11-06,mais,entretien
2026-11-07,manioc,semis
2026-11-07,manioc,entretien
2026-11-08,manioc,plantation
2026-11-08,mais,plantation
2026-11-09,manioc,recolte
2026-11-09,manioc,recolte
2026-11-10,manioc,plantation
2026-11-10,mais,plantation
2026-11-11,riz,entretien
2026-11-12,mais,entretien
2026-11-12,mais,plantation
2026-11-13,riz,recolte
2026-11-13,manioc,plantation
2026-11-14,mais,semis
2026-11-14,manioc,recolte
2026-11-15,haricot,semis
2026-11-16,riz,recolte
2026-11-17,mais,semis
2026-11-18,mais,entretien
2026-11-18,riz,semis
2026-11-19,riz,plantation
2026-11-20,haricot,entretien
2026-11-20,manioc,entretien
2026-11-21,manioc,semis
2026-11-22,mais,semis
2026-11-23,haricot,plantation
2026-11-24,riz,entretien
2026-11-24,manioc,recolte
2026-11-25,manioc,recolte
2026-11-26,haricot,entretien
2026-11-27,haricot,entretien
2026-11-28,haricot,recolte
2026-11-29,riz,recolte
2026-11-30,manioc,semis
2026-11-30,mais,semis
2026-11-31,riz,plantation
